Main ID,Incident ID,Incident Type,Region of Incident,Website Date,Incident year,Reported Month,Number of Dead,Number of Missing,Total Number of Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Region of Origin,Cause,Country of Origin,Migration route,Location of death,Information Source,Coordinates,UNSD Geographical Grouping,Article title,Source Quality,URL,Latitude,Longitude
2020.MMP00388,2020.MMP00388,Incident,Central America,19/06/2020,2020,June,,1,1,,,1,,Caribbean,Drowning,Cuba,US-Mexico border crossing,"Rio Bravo, Ojinaga, Chihuahua, Mexico",Cibercuba,"29.55555634, -104.39460081",Central America,Piden ayuda para localizar a migrante cubano desaparecido en la frontera de EE.UU.,1,https://archive.ph/h8ekO,29.55555634,-104.3946008
2020.MMP00391,2020.MMP00391,Incident,North America,21/06/2020,2020,June,1,,1,,1,,,Latin America / Caribbean (P),Harsh Environment,Unknown,US-Mexico border crossing,"Close to Las Palomas Ranch, Maverick County, Texas, USA",Super Channel 12,"28.7410473, -100.3497895",Northern America,Patrulla Fronteriza encuentra restos de posible indocumentada cerca del rancho “Las Palomas”,1,https://archive.ph/7eFHn,28.7410473,-100.3497895
2020.MMP00393,2020.MMP00393,Incident,North America,22/06/2020,2020,June,1,,1,,,1,,Central America,Harsh Environment,Mexico,US-Mexico border crossing,"Close to Laredo, Webb County, Texas, USA",NTR Zacatecas,"27.38679511, -99.45213562",Northern America,Muere joven en busca del sueño americano,1,https://archive.ph/lfGn4,27.38679511,-99.45213562
2020.MMP00394,2020.MMP00394,Incident,North America,22/06/2020,2020,June,1,,1,,,1,,Central America,Harsh Environment,Mexico,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.774333, -111.892067",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.774333,-111.892067
2020.MMP00395,2020.MMP00395,Incident,North America,23/06/2020,2020,June,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.0694, -112.1516",Northern America,,5,https://humaneborders.info/app/mapa.asp,32.0694,-112.1516
2020.MMP00397,2020.MMP00397,Incident,North America,23/06/2020,2020,June,1,,1,,1,,,Latin America / Caribbean (P),Harsh Environment,Unknown,US-Mexico border crossing,"El Centro Regional Medical Center, Imperial County, California, USA",Imperial County Coroner's Office,"32.78023684, -115.56863879",Northern America,,5,,32.78023684,-115.5686388
2020.MMP00398,2020.MMP00398,Incident,North America,23/06/2020,2020,June,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Private ranch in Starr County, Texas, USA",US Border Patrol,"26.6215167, -98.7481167",Northern America,Border Patrol’s Missing Migrant Program Aids Texas Ranger Investigation,5,https://archive.vn/thgPB,26.6215167,-98.7481167
2020.MMP00400,2020.MMP00400,Incident,Central America,24/06/2020,2020,June,2,,2,,,2,1,Central America,Drowning,Mexico,US-Mexico border crossing,"Guerrero, Coahuila, Mexico ","Turquesa News, Bi Noticias, Instituto Nacional de Migración (Grupos Beta)","28.31807527, -100.33477735",Central America,Muere un menor y un adulto al intentar cruzar el Río Bravo; Muere ahogado menor originario de Ags. en su intento por cruzar el Río Bravo,5,https://archive.ph/PNAvm,28.31807527,-100.3347774
2020.MMP00401,2020.MMP00401,Incident,Central America,24/06/2020,2020,June,1,,1,,,1,,Latin America / Caribbean (P),Drowning,Unknown,US-Mexico border crossing,"Piedras Negras, Coahuila, Mexico","Zócalo, Instituto Nacional de Migración (Grupos Beta)","28.70949314, -100.5184723",Central America,Mueren 3 migrantes ahogados en el Bravo,5,https://archive.ph/HuEuU,28.70949314,-100.5184723
2020.MMP00402,2020.MMP00402,Incident,Central America,24/06/2020,2020,June,1,,1,,,1,,Caribbean,Drowning,Cuba,US-Mexico border crossing,"Rio Bravo, Reynosa, Tamaulipas, Mexico","Noticias Telemundo, Cubanos por el mundo, asere","26.08318902, -98.26236119",Central America,Hallan el cuerpo del joven cubano que intentó cruzar el Río Bravo; Cadáver de un cubano es encontrado flotando en el Río Bravo; Aparece sin vida cuerpo de joven cubano que intentó cruzar a nado el Río Bravo,3,https://archive.ph/Sspc3,26.08318902,-98.26236119
2020.MMP00404,2020.MMP00404,Incident,North America,25/06/2020,2020,June,3,,3,3,1,2,,Central America,Vehicular Accidents,Guatemala,US-Mexico border crossing,"On West Paisano Drive, El Paso, Texas, USA","El Paso Times, Fox","31.76131223, -106.45412265",Northern America,El Paso police reveal details in fatal Downtown crash; group seeks Border Patrol inquiry,3,https://archive.vn/jdIYC,31.76131223,-106.4541227
2020.MMP00406,2020.MMP00406,Incident,Central America,26/06/2020,2020,June,1,,1,,,,1,South America,Healthcare Inaccessibility,Brazil,,"Los Planes, Gualaca, Chiriqui Province, Panama",Efecto Cocuyo,"8.6400373, -82.213501",Central America,Muere niño de dos años en un albergue de migrantes en Panama,1,https://archive.ph/vG1Zz,8.6400373,-82.213501
2020.MMP00409,2020.MMP00409,Incident,North America,27/06/2020,2020,June,1,,1,,,1,,Latin America / Caribbean (P),Drowning,Unknown,US-Mexico border crossing,"All-American Canal in Winterhaven, Imperial County, California, USA","Adelante Valle, Imperial County Coroner's Office","32.75287789, -114.69925958",Northern America, Reportan a migrante ahogado ,5,https://archive.ph/UfNJv,32.75287789,-114.6992596
2020.MMP00416,2020.MMP00416,Incident,North America,29/06/2020,2020,June,1,,1,,,1,,Latin America / Caribbean (P),Harsh Environment,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.77615, -111.947733",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.77615,-111.947733
2020.MMP00418,2020.MMP00418,Incident,North America,29/06/2020,2020,June,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Cabeza Preita National Refuge, USA (see GPS coordinates for exact location)",Yuma County Medical Examiner,"32.4208, -113.3313",Northern America,,5,,32.4208,-113.3313
2020.MMP00422,2020.MMP00422,Incident,North America,03/07/2020,2020,July,1,,1,,,1,,Central America,Drowning,Honduras,US-Mexico border crossing,"Canal in Yuma County, Arizona, USA (see GPS coordinates for exact location)",Yuma County Medical Examiner,"32.34016, -114.4686826",Northern America,,5,,32.34016,-114.4686826
2020.MMP00425,2020.MMP00425,Incident,North America,04/07/2020,2020,July,1,,1,,,1,,Central America,Healthcare Inaccessibility,Mexico,US-Mexico border crossing,"Near Roma, Webb County, Texas, USA",US Border Patrol,"26.4088523, -99.0156554",Northern America,CBP Statement Regarding Death in Custody in South Texas,5,https://archive.vn/DLpSJ,26.4088523,-99.0156554
2020.MMP00426,2020.MMP00426,Incident,North America,05/07/2020,2020,July,2,,2,1,,2,,Latin America / Caribbean (P),Harsh Environment,Unknown,US-Mexico border crossing,"South of Wellton, Yuma County, Arizona, USA",US Border Patrol,"32.6728256, -114.1468821",Northern America,"Yuma Sector Border Patrol Track Group of Three, Finds Two Deceased",5,https://archive.vn/VC8R9,32.6728256,-114.1468821
2020.MMP00427,2020.MMP00427,Incident,North America,05/07/2020,2020,July,1,,1,,,1,,Central America,Harsh Environment,Mexico,US-Mexico border crossing,"Barry Goldwater Range, Yuma County, Arizona, USA (see GPS coordinates for exact location)",Yuma County Medical Examiner,"32.27037, -114.00981",Northern America,,5,,32.27037,-114.00981
2020.MMP00428,2020.MMP00428,Incident,North America,05/07/2020,2020,July,1,,1,,,1,,Central America,Harsh Environment,Mexico,US-Mexico border crossing,"Cabeza Preita National Refuge, USA (see GPS coordinates for exact location)",Yuma County Medical Examiner,"32.472066, -114.05183",Northern America,,5,,32.472066,-114.05183
2020.MMP00429,2020.MMP00429,Incident,North America,06/07/2020,2020,July,1,,1,,,1,,Latin America / Caribbean (P),Harsh Environment,Unknown,US-Mexico border crossing,"Near U.S. Highway 59, east of Laredo, Webb County, Texas, USA",US Border Patrol,"27.5282358, -99.4456705",Northern America,Laredo Sector Border Patrol Continues to Locate and Render Aid to Lost Individuals,5,https://archive.ph/ipg1T,27.5282358,-99.4456705
2020.MMP00431,2020.MMP00431,Incident,North America,07/07/2020,2020,July,1,,1,,,1,,Central America,Harsh Environment,Mexico,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.3815, -109.716",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.3815,-109.716
2020.MMP00433,2020.MMP00433,Incident,North America,08/07/2020,2020,July,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.36791, -111.37283",Northern America,,5,https://humaneborders.info/app/mapa.asp,32.36791,-111.37283
2020.MMP00434,2020.MMP00434,Incident,North America,08/07/2020,2020,July,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.41009, -113.41009",Northern America,,5,https://humaneborders.info/app/mapa.asp,32.41009,-113.41009
2020.MMP00435,2020.MMP00435,Incident,North America,08/07/2020,2020,July,1,,1,,1,,,Central America,Accidental Death,Mexico,US-Mexico border crossing,"Border wall between Anapra, Mexico and Sunland Park, New Mexico, USA (west of El Paso, Texas).",El Paso Matters,"31.78620953, -106.56634202",Northern America,A woman was found dying at the base of the border wall. No one appears to be investigating her death Woman who died after apparently falling from border fence identified as Mexican national,1,https://archive.ph/d6yYH,31.78620953,-106.566342
2020.MMP00437,2020.MMP00437,Incident,North America,09/07/2020,2020,July,1,,1,,,1,,Central America,Violence,Mexico,US-Mexico border crossing,"Calexico West port of entry, Imperial County, California, USA","US Border Patrol, Desert Sun, Expansion","32.66519192, -115.496521",Northern America,"CBP Statement on an Officer Involved Fatal Shooting at the Calexico West Port of Entry; Mexican police say U.S. agents shot man at Calexico border crossing; U.S. officials haven't responded; Un hombre muere por disparos en el cruce fronterizo de Mexicali, Baja California",5,https://archive.vn/f6Hae,32.66519192,-115.496521
2020.MMP00438,2020.MMP00438,Incident,North America,09/07/2020,2020,July,1,,1,,1,,,Latin America / Caribbean (P),Healthcare Inaccessibility,Unknown,US-Mexico border crossing,"Found near La Grulla, Starr County, Texas, USA - died in a South Texas hospital","US Border Patrol, KRGV","26.2695148, -98.6472456",Northern America,Unidentified Woman Encountered by Agents Passes Away at South Texas Hospital Death of unidentified migrant who died in federal custody after testing positive for COVID-19 highlights complex state process,5,https://archive.ph/lj0dH,26.2695148,-98.6472456
2020.MMP00441,2020.MMP00441,Incident,North America,10/07/2020,2020,July,1,,1,,,1,,Latin America / Caribbean (P),Harsh Environment,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.362569, -110.97229",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.362569,-110.97229
2020.MMP00442,2020.MMP00442,Incident,North America,10/07/2020,2020,July,1,,1,,,1,,Central America,Harsh Environment,Mexico,US-Mexico border crossing,"Kino Springs Drive and East Sagebrush Road, Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner (PCOME),"31.36113, -110.81322",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.36113,-110.81322
2020.MMP00443,2020.MMP00443,Incident,North America,11/07/2020,2020,July,1,,1,,,,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.38197, -110.99484",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.38197,-110.99484
2020.MMP00445,2020.MMP00445,Incident,North America,12/07/2020,2020,July,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"1650 East Old Vail Road , Pima County jurisdiction, Arizona, USA",Pima County Office of the Medical Examiner (PCOME),"32.075822, -110.949593",Northern America,,5,https://humaneborders.info/app/mapa.asp,32.075822,-110.949593
2020.MMP00447,2020.MMP00447,Incident,North America,12/07/2020,2020,July,1,,1,,1,,,Central America,Harsh Environment,Honduras,US-Mexico border crossing,"20000 block of S. Jett Road, Bexar County, Texas, USA","News 4 San Antonio, La Opinión, Telemundo","29.2223979, -98.5742691",Northern America,Undocumented immigrant found dead on side of South Side road; Abandonada por su “coyote” una joven hondureña acaba muerta bajo el calor abrumador cerca de San Antonio; Pandemia complica traslado a su país de los restos de migrante hondureña,3,https://archive.vn/4ow2u,29.2223979,-98.5742691
2020.MMP00450,2020.MMP00450,Incident,North America,13/07/2020,2020,July,1,,1,,,1,,Latin America / Caribbean (P),Harsh Environment,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.3656, -109.7131",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.3656,-109.7131
2020.MMP00451,2020.MMP00451,Incident,North America,13/07/2020,2020,July,1,,1,,,,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.95916, -112.15888",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.95916,-112.15888
2020.MMP00452,2020.MMP00452,Incident,North America,13/07/2020,2020,July,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.05787, -111.93245",Northern America,,5,https://humaneborders.info/app/mapa.asp,32.05787,-111.93245
2020.MMP00454,2020.MMP00454,Incident,Central America,14/07/2020,2020,July,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Found dead on top of a train in the industrial park Alianza Derramadero, Coahuila, Mexico","Vanguardia, El Siglo de Torreón","25.2391575, -101.1746655",Central America,Localizan a migrante sin vida en el tren; Localizan a persona sin vida en techo de tren en Saltillo,1,https://archive.ph/Mzuws,25.2391575,-101.1746655
2020.MMP00457,2020.MMP00457,Incident,North America,16/07/2020,2020,July,1,,1,,,,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.04505, -112.70515",Northern America,,5,https://humaneborders.info/app/mapa.asp,32.04505,-112.70515
2020.MMP00458,2020.MMP00458,Incident,North America,16/07/2020,2020,July,1,,1,,,,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.851617, -112.45735",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.851617,-112.45735
2020.MMP00459,2020.MMP00459,Incident,North America,16/07/2020,2020,July,1,,1,,,1,,Latin America / Caribbean (P),Harsh Environment,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.398367, -110.07505",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.398367,-110.07505
2020.MMP00460,2020.MMP00460,Incident,North America,16/07/2020,2020,July,1,,1,,,1,,Latin America / Caribbean (P),Harsh Environment,Unknown,US-Mexico border crossing,"Died in hospital after being found on 6 July in a remote ranch near Laredo, Webb County, Texas, USA",US Border Patrol. El Mañana,"27.53345327, -99.33360172",Northern America,CBP Statement Regarding Death in Custody in South Texas,5,https://archive.ph/mt3Gw,27.53345327,-99.33360172
2020.MMP00461,2020.MMP00461,Incident,Central America,16/07/2020,2020,July,1,,1,,,1,,Latin America / Caribbean (P),Drowning,Unknown,US-Mexico border crossing,"Río Bravo, near Rancho El Porvernir, Ejido Los Corrales, Reynosa, Tamaulipas, Mexico",El Mañana,"26.07527782, -98.21852865",Central America,Ahogado..y desnudo,1,https://archive.vn/SW2PE,26.07527782,-98.21852865
2020.MMP00462,2020.MMP00462,Incident,North America,17/07/2020,2020,July,1,,1,,,1,,Latin America / Caribbean (P),Drowning,Unknown,US-Mexico border crossing,"Río Bravo, 12 miles north of El Paso, Maverick County, Texas, USA",La Rancherita del Aire,"31.77748508, -106.52452457",Northern America,Localizan a indocumentado ahogado en el río Bravo al norte de Eagle Pass,1,https://archive.vn/SK15P,31.77748508,-106.5245246
2020.MMP00470,2020.MMP00470,Incident,Central America,19/07/2020,2020,July,1,,1,,,1,,Central America,Drowning,Mexico,US-Mexico border crossing,"Río Bravo in Miguel Alemán, Tamaulipas, Mexico",VMC Agencia Informativa,"26.40769168, -99.02469193",Central America,Río Bravo trunca su sueño americano y muere ahogado,1,https://archive.vn/Fm9uo,26.40769168,-99.02469193
2020.MMP00471,2020.MMP00471,Incident,North America,19/07/2020,2020,July,2,,2,,,2,,Central America,Harsh Environment,Mexico,US-Mexico border crossing,"Barry Goldwater Range, Yuma County, Arizona, USA (see GPS coordinates for exact location)",Yuma County Medical Examiner,"32.22518, -113.18875",Northern America,,5,,32.22518,-113.18875
2020.MMP00472,2020.MMP00472,Incident,North America,20/07/2020,2020,July,1,,1,,,1,,Central America,Harsh Environment,Mexico,US-Mexico border crossing,"Ave B/Juan Sanchez Blvd, San Luis, Yuma County, Arizona, USA (see GPS coordinates for exact location)",Yuma County Medical Examiner,"32.493171, -114.622583",Northern America,,5,,32.493171,-114.622583
2020.MMP00473,2020.MMP00473,Incident,North America,20/07/2020,2020,July,1,,1,,,,,Latin America / Caribbean (P),Drowning,Unknown,US-Mexico border crossing,"Rio Bravo, in the vecinity of Bowie High School, El Paso, Texas, USA",Debbie Nathan (independent journalist),"31.7632855, -106.45763774",Northern America,,1,https://archive.vn/9ycYb,31.7632855,-106.4576377
2020.MMP00475,2020.MMP00475,Incident,North America,20/07/2020,2020,July,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.0501, -113.142",Northern America,,5,https://humaneborders.info/app/mapa.asp,32.0501,-113.142
2020.MMP00476,2020.MMP00476,Incident,North America,20/07/2020,2020,July,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.0503, -113.142",Northern America,,5,https://humaneborders.info/app/mapa.asp,32.0503,-113.142
2020.MMP00477,2020.MMP00477,Incident,North America,20/07/2020,2020,July,1,,1,,,,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.695593, -111.994608",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.695593,-111.994608
2020.MMP00478,2020.MMP00478,Incident,North America,20/07/2020,2020,July,1,,1,,,1,,Latin America / Caribbean (P),Harsh Environment,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.549492, -111.934564",Northern America,,5,https://humaneborders.info/app/mapa.asp,32.549492,-111.934564
2020.MMP00479,2020.MMP00479,Incident,North America,21/07/2020,2020,July,1,,1,,,1,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.376944, -111.490555",Northern America,,5,https://humaneborders.info/app/mapa.asp,32.376944,-111.490555
2020.MMP00480,2020.MMP00480,Incident,North America,21/07/2020,2020,July,1,,1,,,,,Latin America / Caribbean (P),Mixed/ Unknown,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.908717, -111.723683",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.908717,-111.723683
2020.MMP00481,2020.MMP00481,Incident,North America,21/07/2020,2020,July,1,,1,,,1,,Latin America / Caribbean (P),Harsh Environment,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.991083, -111.987833",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.991083,-111.987833
2020.MMP00482,2020.MMP00482,Incident,North America,21/07/2020,2020,July,1,,1,,,1,,Latin America / Caribbean (P),Harsh Environment,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.887571, -111.542623",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.887571,-111.542623
2020.MMP00483,2020.MMP00483,Cumulative Incident,North America,21/07/2020,2020,July,5,,5,,,,,Central America,Mixed/ Unknown,Mexico,US-Mexico border crossing,"Unspecified location close to Laredo, Webb County, Texas, USA",El mañana,"27.5035613, -99.5075519",Northern America,Frustra calor sueño de indocumentados ,1,https://archive.ph/jYT0s,27.5035613,-99.5075519
2020.MMP00486,2020.MMP00486,Incident,Caribbean,22/07/2020,2020,July,,12,12,1,,,,Caribbean,Drowning,Dominican,Dominicanto Puerto Rico,"Mona passage, Puerto Rico, USA",US Coast Guard,"18.34380274, -67.85978822",Caribbean,Coast Guard ends search for possible survivors of  reported sunken migrant boat in the Mona Passage,5,https://archive.vn/QQ0Kr,18.34380274,-67.85978822
2020.MMP00488,2020.MMP00488,Incident,North America,24/07/2020,2020,July,1,,1,,,1,,Latin America / Caribbean (P),Drowning,Unknown,US-Mexico border crossing,"All American Canal, Winterhaven, Imperial County, California, USA",Imperial County Coroner's Office,"32.71808946, -114.73750026",Northern America,,5,,32.71808946,-114.7375003
2020.MMP00490,2020.MMP00490,Incident,North America,24/07/2020,2020,July,1,,1,,,1,,Latin America / Caribbean (P),Drowning,Unknown,US-Mexico border crossing,"Río Bravo, in the vecinity of the Kickapoo Casino, south of Eagle Pass, Maverick County, Texas, USA",Milton Andree,"28.60811401, -100.44355531",Northern America,Encuentran cuerpo flotando en el Río Bravo,1,https://archive.vn/ntE1S,28.60811401,-100.4435553
2020.MMP00491,2020.MMP00491,Incident,North America,25/07/2020,2020,July,1,,1,,,1,,Latin America / Caribbean (P),Harsh Environment,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"32.317421, -113.249109",Northern America,,5,https://humaneborders.info/app/mapa.asp,32.317421,-113.249109
2020.MMP00495,2020.MMP00495,Incident,North America,26/07/2020,2020,July,1,,1,,,1,,Central America,Accidental Death,Mexico,US-Mexico border crossing,"Near County 23rd Street, Yuma County, Arizona, USA",US Border Patrol,"32.44253543, -114.63339247",Northern America,"CBP Statement Regarding Death in Custody in Yuma, AZ",5,https://archive.vn/FLOhY,32.44253543,-114.6333925
2020.MMP00496,2020.MMP00496,Incident,North America,26/07/2020,2020,July,2,,2,1,,,,Central America,Vehicular Accidents,Mexico,US-Mexico border crossing,"Ranch Road 674, Brackettville, Kinney County, Texas, USA","US Border Patrol, Kinney County Sheriff's Office, Zócalo","29.3277564, -100.4087977",Northern America,"CBP Statement On Accident With Fatalities, Mueren migrantes tras persecución",5,https://archive.vn/rXgJz,29.3277564,-100.4087977
2020.MMP00501,2020.MMP00501,Incident,Central America,27/07/2020,2020,July,1,,1,,,1,,Central America,Mixed/ Unknown,Mexico,US-Mexico border crossing,"La Misión, Ciudad Acuña, Coahuila, Mexico",Zócalo,"29.3047458, -100.9024962",Central America,Mata la canícula a migrante en Acuña,1,https://archive.vn/cbHym,29.3047458,-100.9024962
2020.MMP00502,2020.MMP00502,Incident,Central America,28/07/2020,2020,July,1,,1,,,1,1,Central America,Drowning,Mexico,US-Mexico border crossing,"Río Bravo, Ciudad Juarez, Chihuahua, Mexico","El Heraldo de Juárez, Net Notiicas","31.70964258, -106.37373603",Central America,"Desapareció menor al caer en el río bravo, Localizan cuerpo de jóven que fue arrastrado por el Río Bravo",3,https://archive.vn/Ipo9s,31.70964258,-106.373736
2020.MMP00503,2020.MMP00503,Incident,Central America,29/07/2020,2020,July,1,,1,,,1,,Central America,Drowning,Mexico,US-Mexico border crossing,"Río Bravo at Juarez-Lincoln International Bridge, Nuevo Laredo, Tamaulipas, Mexico","Líder Web, El Mañana","27.522572, -99.526441",Central America,"Rescatan cuerpo de migrante del río Bravo, Flota un cadáver por el Puente 2",1,https://archive.ph/veUdY,27.522572,-99.526441
2020.MMP00505,2020.MMP00505,Incident,North America,29/07/2020,2020,July,1,,1,,,1,,Latin America / Caribbean (P),Harsh Environment,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.46315, -111.24279",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.46315,-111.24279
2020.MMP00508,2020.MMP00508,Incident,North America,30/07/2020,2020,July,1,,1,,,1,,Latin America / Caribbean (P),Harsh Environment,Unknown,US-Mexico border crossing,"Pima Country Office of the Medical Examiner jurisdiction, Arizona, USA (see coordinates for exact location)",Pima County Office of the Medical Examiner (PCOME),"31.80255, -111.82095",Northern America,,5,https://humaneborders.info/app/mapa.asp,31.80255,-111.82095
2020.MMP00519,2020.MMP00519,Incident,North America,01/08/2020,2020,August,1,,1,,,1,,Central America,Accidental Death,Mexico,US-Mexico border crossing,"Hospital in Yuma County, Arizona, USA - died from injuries sustained after falling from border wall on 26 July","Yuma County Medical Examiner, US Border Patrol","32.49269316, -114.80818646",Northern America,"CBP Statement Regarding Death in Custody in Yuma, AZ",5,https://archive.ph/10muV,32.49269316,-114.8081865
2020.MMP00524,2020.MMP00524,Incident,North America,02/08/2020,2020,August,1,,1,,,,,Central America,Harsh Environment,Mexico,US-Mexico border crossing,"North of the Falfurrias Border Patrol Checkpoint on U.S. Highway 281, Brooks County, Texas, USA",Breitbart,"27.2269872, -98.1441714",Northern America,EXCLUSIVE: Migrant Dies on Texas Ranch Despite Extensive Rescue Efforts,1,https://archive.ph/S3jUk,27.2269872,-98.1441714
2020.MMP00525,2020.MMP00525,Incident,Central America,02/08/2020,2020,August,1,,1,,,1,,Latin America / Caribbean (P),Harsh Environment,Unknown,US-Mexico border crossing,"Unspecified location in La Rumorosa Mountain Range, Baja California, Mexico","Milenio, Instituto Nacional de Migración (Grupos Beta)","32.5211857, -116.0656344",Central America,Rescatan a migrante en desierto de BC; hallan a otro muerto,5,https://archive.vn/wZk4g,32.5211857,-116.0656344
